st_mass,st_logg,pl_radjerr2,pl_radjerr1,pl_radeerr1,pl_radeerr2,st_teff,pl_orbpererr1,pl_orbpererr2,pl_radj,pl_rade,st_rad,sy_dist,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_orbper,sy_vmagerr1,sy_vmagerr2,sy_vmag,sy_kmagerr2,sy_kmagerr1,sy_kmag,sy_pnum,sy_snum,pl_controv_flag,default_flag,disposition
1.05,3.99,-0.01248996,0.01516638,0.17,-0.14,5430.0,0.001,-0.001,0.32741547,3.67,1.71,321.296,11.4019,0.000495,-0.000495,15.624,0.022,-0.022,11.429,-0.023,0.023,9.714,3,1,0,1,CONFIRMED
1.05,3.99,-0.00713712,0.00802926,0.09,-0.08,5430.0,0.0003,-0.0003,0.17396735,1.95,1.71,321.296,11.4019,0.000495,-0.000495,3.5951,0.022,-0.022,11.429,-0.023,0.023,9.714,3,1,0,1,CONFIRMED
0.294,,,,,,3180.0,6.4e-07,-6.4e-07,,,0.295,44.9565,14.3817,0.000951,-0.000951,3.48456248,0.2,-0.2,16.21,-0.019,0.019,10.444,1,1,0,0,CONFIRMED
1.128,4.184,-0.05763236,0.10785994,1.209,-0.646,5895.0,0.00062,-0.000571,0.49451419,5.543,1.427,244.912,11.933,0.000311,-0.000311,9.426901,0.092,-0.092,12.46,-0.021,0.021,9.474,0,1,0,1,CANDIDATE
0.620907,4.61636,,,,,2897.0,,,,,0.641751,,15.6318,0.001062,-0.001062,4.5417,,,,-0.021,0.021,10.76,0,1,0,1,FALSE POSITIVE
,,-0.017,0.009,0.1,-0.19,,0.0018,-0.0017,0.106,1.19,0.891,268.357,12.0636,0.000189,-0.000189,10.6161,0.08,-0.08,12.235,-0.019,0.019,10.68,2,1,0,0,CONFIRMED
1.21,4.29,-0.0178428,0.01873495,0.21,-0.2,6351.0,0.00576,-0.00633,0.26764207,3.0,1.31,661.873,13.1388,0.0002,-0.0002,19.0921,0.08,-0.08,13.361,-0.021,0.021,11.782,1,1,0,1,CONFIRMED
,,-0.9,0.66,7.4,-10.0,,0.0012,-0.0012,1.86,20.8,0.716,342.596,15.5853,0.000949,-0.000949,40.1401,0.297,-0.297,16.153,-0.03,0.03,12.567,0,1,0,1,CANDIDATE
0.819,4.4783,,,,,4966.0,,,,,0.864025,371.772,13.7147,0.000253,-0.000253,8.953,0.16,-0.16,14.06,-0.022,0.022,11.701,0,1,0,0,CANDIDATE
,,-0.043,0.015,0.17,-0.48,,0.00069,-0.0007,0.069,0.77,0.299,80.63539,13.3119,0.000931,-0.000931,6.26561,0.06,-0.06,14.094,-0.023,0.023,9.624,0,1,0,1,CANDIDATE
,4.545,,,,,5220.0,,,0.23,2.6,0.828,201.856,12.3271,0.000129,-0.000129,12.550896,0.046,-0.046,12.572,-0.018,0.018,10.381,2,1,0,0,CONFIRMED
1.04,4.37755,,,,,5806.0,,,,,1.09339,361.175,12.3532,0.00022,-0.00022,1.115,0.057,-0.057,12.605,-0.023,0.023,10.907,0,1,0,0,CANDIDATE
0.83,4.37,-0.02051923,0.02051923,0.23,-0.23,5644.0,0.000127,-0.000127,0.6494781,7.28,0.99,564.454,13.6582,0.000234,-0.000234,8.562421,0.103,-0.103,13.845,-0.022,0.022,12.154,1,1,0,1,CONFIRMED
,,-0.064,0.039,0.44,-0.72,,5.8e-05,-6.3e-05,0.277,3.11,0.964,528.47,13.7406,0.000266,-0.000266,2.458783,0.206,-0.206,14.061,-0.04,0.04,12.055,0,1,0,1,CANDIDATE
,,-0.28,0.26,2.9,-3.1,,1.3e-05,-1.3e-05,1.01,11.3,1.447,496.832,11.8624,0.000274,-0.000274,0.546127,0.031,-0.031,12.095,-0.023,0.023,10.713,0,1,0,1,CANDIDATE
1.44,3.783,-0.01,0.01,0.11208981,-0.11208981,6069.0,3e-05,-3e-05,1.06,11.88151954,2.55,519.229,10.9485,0.000567,-0.000567,18.24783,0.013,-0.013,11.149,-0.021,0.021,9.72,2,1,0,1,CONFIRMED
0.95,4.41909,,,,,5457.16,,,,,0.996212,764.784,14.4674,0.000629,-0.000629,5.21459,0.195,-0.195,14.813,-0.023,0.023,12.644,0,1,0,1,FALSE POSITIVE
,3.0,-0.096,0.096,1.08,-1.08,6125.0,0.000177,-0.000177,0.619,6.94,0.94,1178.14,11.3223,0.001063,-0.001063,0.950356,0.069,-0.069,11.384,-0.023,0.023,10.015,0,1,0,1,FALSE POSITIVE
0.691,,-0.022,0.022,0.246598,-0.246598,,4.6e-07,-4.6e-07,0.924,10.357116,0.657,64.7414,11.174,0.000889,-0.000889,5.72149242,0.208,-0.208,11.592,-0.023,0.023,8.637,2,1,0,0,CONFIRMED
0.93,4.3,-0.02854854,0.03925424,0.44,-0.32,5532.0,0.000169,-0.000161,0.29975964,3.36,1.13,738.136,14.1327,0.000206,-0.000206,29.740451,0.08,-0.08,14.428,-0.023,0.023,12.435,1,1,0,1,CONFIRMED
0.83,4.49,-0.01703991,0.01703991,0.191,-0.191,5271.0,8e-05,-8e-05,0.47274593,5.299,0.86,157.682,12.0036,0.000259,-0.000259,8.992,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,1,CONFIRMED
,,-0.028,0.02,0.2,-0.31,,0.0031,-0.003,0.154,1.73,0.821,297.8,13.0279,0.0006,-0.0006,18.6393,0.092,-0.092,13.173,-0.02,0.02,11.175,0,1,0,1,CANDIDATE
0.62,4.66,-0.02051923,0.02051923,0.23,-0.23,3835.0,3e-05,-3e-05,0.20430012,2.29,0.6,44.0727,11.4785,0.000959,-0.000959,10.05454,0.009,-0.009,12.168,-0.023,0.023,8.561,3,1,0,0,CONFIRMED
1.14,4.2,,,,,6199.0,,,,,1.35,106.289,8.80998,0.000389,-0.000389,46.4,0.03,-0.03,8.93,-0.031,0.031,7.722,6,1,0,0,CONFIRMED
0.51,4.76,-0.00446071,0.00892142,0.1,-0.05,4374.0,9.1e-05,-9.3e-05,0.14185054,1.59,0.49,75.1691,12.7423,0.000467,-0.000467,3.35585,0.114,-0.114,13.423,-0.025,0.025,9.662,1,1,0,1,CONFIRMED
,4.66,-0.02,0.05,0.57271541,-0.25467259,4661.0,0.000798,-0.000814,0.18,2.05816745,0.645652,145.701,12.6373,0.000252,-0.000252,16.035054,0.069,-0.069,12.883,-0.021,0.021,10.302,3,1,0,0,CONFIRMED
0.663459,,-0.00981354,0.00981354,0.11,-0.11,4148.21,0.001725,-0.001695,0.17664377,1.98,0.571699,186.197,14.5263,0.000323,-0.000323,21.169861,0.16,-0.16,15.133,-0.018,0.018,11.429,1,1,0,0,CONFIRMED
0.886,4.204,-0.01409584,0.01552327,0.174,-0.158,5742.0,4.7e-05,-5.8e-05,0.22142959,2.482,1.228,431.031,12.6144,0.000283,-0.000283,1.908084,0.092,-0.092,12.902,-0.023,0.023,11.038,1,1,0,1,CONFIRMED
,,,,,,4326.0,,,0.13560532,1.52,0.67,252.596,13.9152,0.000398,-0.000398,2.3996463,0.172,-0.172,14.166,-0.021,0.021,11.423,2,1,0,0,CONFIRMED
,,-1.35,2.07,23.2,-15.1,,4.4e-05,-4.3e-05,6.96,78.0,1.91,129.944,8.56526,0.000367,-0.000367,15.246593,0.03,-0.03,8.68,-0.026,0.026,7.56,0,1,0,1,CANDIDATE
0.56,4.74,-0.00802928,0.01784284,0.2,-0.09,3779.0,2e-05,-1.9e-05,0.18824192,2.11,0.52,162.408,14.6951,0.000334,-0.000334,10.367437,0.2,-0.2,15.72,-0.021,0.021,11.46,1,1,0,1,CONFIRMED
,,-0.03,0.03,0.3,-0.3,,0.00043,-0.00042,0.194,2.17,0.516,336.884,15.6396,0.000783,-0.000783,4.23119,0.126,-0.126,16.096,-0.029,0.029,12.834,0,1,0,1,CANDIDATE
0.76,4.55,-0.00624499,0.02230354,0.25,-0.07,4836.0,7.3e-05,-7.3e-05,0.21500617,2.41,0.717,109.749,11.527,0.000904,-0.000904,5.340786,0.037,-0.037,11.726,-0.025,0.025,9.454001,2,1,0,0,CONFIRMED
0.77,4.603,-0.02141137,0.02141137,0.24,-0.24,4899.0,0.0035,-0.0035,0.19983941,2.24,0.73,313.764,13.9677,0.000622,-0.000622,20.5065,0.08,-0.08,14.345,-0.027,0.027,11.838,1,1,0,1,CONFIRMED
,,-0.026,0.023,0.26,-0.29,,0.00052,-0.00058,0.157,1.76,0.535,111.941,14.3506,0.000615,-0.000615,6.11706,0.103,-0.103,15.459,-0.021,0.021,10.992,0,1,0,1,CANDIDATE
0.466,4.767,-0.00963513,0.00936749,0.105,-0.108,3627.0,0.003287,-0.002372,0.22178645,2.486,0.467,143.481,15.0095,0.000499,-0.000499,21.436032,0.191,-0.191,15.872,-0.025,0.025,11.643,0,1,0,1,CANDIDATE
,,-0.081,0.029,0.32,-0.91,,0.0017,-0.0013,0.331,3.71,2.378,606.128,12.4386,0.000215,-0.000215,5.6228,0.092,-0.092,12.745,-0.025,0.025,10.529,1,1,0,0,CONFIRMED
1.192,3.58,-0.05620484,0.05620484,0.63,-0.63,4912.0,0.00077,-0.00077,0.50941208,5.71,2.93,307.47,10.5959,0.000521,-0.000521,4.60497,0.025,-0.025,10.831,-0.024,0.024,8.516,1,1,0,0,CONFIRMED
,,-0.11,0.02,0.2,-1.23,,0.00015,-0.00015,0.13,1.46,0.938,214.753,12.1562,0.00056,-0.00056,1.82876,0.046,-0.046,12.382,-0.017,0.017,10.292,1,1,0,1,CANDIDATE
0.529871,4.7085,-0.015,0.012,0.14,-0.17,3445.0,1e-05,-1e-05,0.115,1.29,0.533176,52.05051,12.516,0.000745,-0.000745,1.05459,0.039,-0.039,12.992,-0.024,0.024,8.588,0,1,0,0,CANDIDATE
,,-0.037,0.026,0.29,-0.41,,0.00048,-0.00046,0.175,1.96,1.13,249.303,11.4419,0.000296,-0.000296,9.40172,0.057,-0.057,11.688,-0.021,0.021,9.681,1,1,0,0,CONFIRMED
,,-0.017,0.009,0.1,-0.19,,0.0049,-0.0044,0.127,1.42,0.577,206.608,13.2207,0.000455,-0.000455,37.827,0.126,-0.126,13.581,-0.021,0.021,11.042,3,1,0,1,CANDIDATE
,,-0.11,0.31,3.5,-1.2,,0.00046,-0.00046,1.01,11.3,0.55,268.685,15.7336,0.000486,-0.000486,20.35919,0.2,-0.2,16.52,-0.024,0.024,12.555,1,2,0,0,CONFIRMED
0.96,4.54,-0.01516638,0.01516638,0.17,-0.17,5370.0,0.000551,-0.000528,0.81273976,9.11,0.88,153.856,11.4626,0.000529,-0.000529,28.380619,0.02,-0.02,11.652,-0.023,0.023,9.66,1,1,0,1,CONFIRMED
,,-0.02,0.03,0.3,-0.2,,0.001829,-0.001912,0.19,2.1,0.96,101.321,9.36072,0.000292,-0.000292,15.386796,0.004,-0.004,9.543,-0.017,0.017,8.105,1,1,0,0,CONFIRMED
,,-0.04,0.035,0.39,-0.4,,0.00052,-0.00054,0.162,1.82,0.4,162.408,14.6951,0.000334,-0.000334,10.36627,0.2,-0.2,15.72,-0.021,0.021,11.46,1,1,0,0,CONFIRMED
,,,,,,4166.0,,,0.52903916,5.93,0.64,592.204,14.9824,0.001509,-0.001509,1.9611469,0.092,-0.092,15.355,-0.03,0.03,12.347,0,1,0,1,CANDIDATE
,4.28377,-0.12197584,0.12197584,1.3672248,-1.3672248,5500.0,0.001276801,-0.001276801,1.36869218,15.34164425,1.17027,996.938,14.8037,0.000385,-0.000385,3.907236555,0.057,-0.057,14.898,-0.034,0.034,13.091,0,1,0,0,CANDIDATE
,,-0.02,0.04,0.4,-0.2,,0.000961,-0.000993,0.22,2.5,0.96,247.637,11.9937,0.000273,-0.000273,8.357441,0.034,-0.034,12.199,-0.024,0.024,10.479,1,1,0,0,CONFIRMED
0.72,4.57,-0.00892142,0.0214114,0.24,-0.1,5306.0,1.51e-05,-1.52e-05,0.22481973,2.52,0.72,203.896,12.4039,0.0002,-0.0002,8.8656511,0.046,-0.046,12.557,-0.026,0.026,10.677,1,1,0,0,CONFIRMED
,,-0.78,0.45,5.1,-8.7,,1.4e-05,-1.4e-05,1.75,19.6,2.03,476.884,12.1049,0.000424,-0.000424,2.519386,0.08,-0.08,12.293,-0.026,0.026,10.89,0,1,0,1,FALSE POSITIVE
,,-0.2,0.28,3.1,-2.0,,9.7e-06,-9.8e-06,2.87,32.2,2.67,682.985,11.7935,0.000422,-0.000422,3.6322288,0.057,-0.057,12.098,-0.022,0.022,10.234,0,1,0,1,CANDIDATE
,,-0.068,0.03,0.34,-0.76,,0.00015,-0.00014,0.23,2.6,0.61,182.536,14.8215,0.000914,-0.000914,2.19945,1.133,-1.133,15.748,-0.024,0.024,11.577,2,1,0,0,CONFIRMED
1.34,4.51302,,,,,6519.0,,,,,1.06188,2522.29,16.0954,0.00157,-0.00157,1.332797,1.133,-1.133,16.274,-0.084,0.084,14.98,0,1,0,1,FALSE POSITIVE
0.089,,-0.00267642,0.00258721,0.029,-0.03,,,,0.09331787,1.046,,,15.6451,0.001448,-0.001448,,0.2,-0.2,17.02,-0.023,0.023,10.296,7,1,0,0,CONFIRMED
1.106611,4.36,-0.01601195,0.02750072,0.30825557,-0.17947791,5982.0,0.000564,-0.000597,0.2341969,2.62511304,1.109202,446.821,12.4903,0.000144,-0.000144,7.807595,0.092,-0.092,12.657,-0.022,0.022,11.149,2,1,0,0,CONFIRMED
1.12,4.044,,,,,5499.0,1.9e-05,-1.9e-05,,,1.657,132.345,9.21702,0.00031,-0.00031,11.814417,0.03,-0.03,9.38,-0.018,0.018,7.721,1,1,0,0,CONFIRMED
0.512437,4.72452,,,,,3689.0,,,,,0.514745,101.632,13.8012,0.000243,-0.000243,1.291626,0.149,-0.149,14.639,-0.025,0.025,10.589,2,1,0,0,CONFIRMED
,,-1.6,0.98,11.0,-18.0,,1.3e-05,-1.3e-05,1.4,16.0,1.9,551.776,14.4072,0.000633,-0.000633,1.605718,0.252,-0.252,15.054,-0.023,0.023,12.448,0,1,0,1,CANDIDATE
0.837,,,,,,5261.0,0.0052,-0.0052,,,0.88,47.2899,8.76221,0.000265,-0.000265,8.4112,0.03,-0.03,8.97,-0.02,0.02,7.066,4,1,0,1,CONFIRMED
,,,,,,,,,0.16528711,1.8527,,577.993,13.7468,0.000273,-0.000273,6.2043,0.114,-0.114,13.988,-0.021,0.021,12.146,0,1,0,1,FALSE POSITIVE
0.893,4.27715,,,,,5234.0,,,,,1.13733,211.632,11.7728,0.000337,-0.000337,4.98049071,0.038,-0.038,12.293,-0.036,0.036,9.712,0,1,0,0,CANDIDATE
0.81,4.55541,,,,,4926.69,,,,,0.786265,478.589,14.4664,0.000278,-0.000278,0.547674,0.16,-0.16,14.864,-0.023,0.023,12.428,0,1,0,1,FALSE POSITIVE
,,-0.78,0.92,10.3,-8.7,,3e-05,-3e-05,1.51,16.9,0.27,164.337,15.2668,0.003816,-0.003816,1.117027,0.2,-0.2,16.76,-0.021,0.021,11.735,0,1,0,1,FALSE POSITIVE
,,-0.0111,0.0062,0.069,-0.124,,0.00055,-0.00056,0.1196,1.341,0.981,235.867,12.0063,0.000308,-0.000308,6.38092,0.069,-0.069,12.23,-0.021,0.021,10.371,1,1,0,0,CONFIRMED
,,,,,,3913.0,,,,,45.3731,1236.49,11.1065,0.00262,-0.00262,1.957,0.046,-0.046,12.971,-0.023,0.023,5.743,0,1,0,1,CANDIDATE
,4.31,-0.0658323,0.0658323,0.737913,-0.737913,7418.5,7e-07,-7e-07,1.3074427,14.6551,1.51,550.363,11.8234,0.000493,-0.000493,2.3494903,0.024,-0.024,12.05,-0.021,0.021,10.619,0,1,0,0,CANDIDATE
0.79,4.53,-0.00553128,0.00553128,0.062,-0.062,4796.0,0.0013,-0.0014,0.2108131,2.363,0.71,67.5062,10.4191,0.000343,-0.000343,24.3681,0.014,-0.014,10.883,-0.023,0.023,8.375,3,1,0,1,CONFIRMED
0.856,,-0.01427424,0.0178428,0.2,-0.16,,0.00102,-0.00098,0.24444643,2.74,0.845,157.682,12.0036,0.000259,-0.000259,20.66186,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
0.85791,4.59,-0.01591788,0.04077001,0.45699104,-0.17842351,5231.0,0.000405,-0.000391,0.19313095,2.16480482,0.801878,102.564,10.7861,0.001541,-0.001541,8.32801,0.017,-0.017,10.985,-0.023,0.023,9.05,2,1,0,0,CONFIRMED
,,-0.0111,0.0074,0.083,-0.124,,0.00015,-0.00015,0.0597,0.669,0.647,60.5309,10.629,0.000588,-0.000588,2.7518,0.018,-0.018,11.11,-0.024,0.024,8.337,0,1,0,1,CANDIDATE
0.8,4.71,-0.00535284,0.00553127,0.062,-0.06,4950.0,0.00014,-0.00014,0.12472121,1.398,0.745,67.5062,10.4191,0.000343,-0.000343,2.46746,0.014,-0.014,10.883,-0.023,0.023,8.375,3,1,0,0,CONFIRMED
0.904597,4.38,-0.00908328,0.01572655,0.17627893,-0.1018145,5631.0,0.000619,-0.000643,0.12103999,1.35673729,0.912206,160.679,10.9586,0.000532,-0.000532,10.098858,0.013,-0.013,11.138,-0.023,0.023,9.41,2,1,0,1,CONFIRMED
0.14116,5.12252,-0.547,1.063,11.91,-6.13,3176.0,5e-05,-6e-05,0.707,7.92,0.170856,42.8914,15.4853,0.000513,-0.000513,2.17693,0.2,-0.2,16.93,-0.02,0.02,11.699,0,1,0,0,CANDIDATE
,4.28076,-0.16217228,0.16217228,1.817786,-1.817786,6194.54,1.57343e-05,-1.57343e-05,0.25968626,2.91081826,1.30635,216.411,11.163,0.000873,-0.000873,2.165952194,0.046,-0.046,11.429,-0.018,0.018,9.626,0,1,0,0,CANDIDATE
,,-0.02,0.021,0.23,-0.22,,0.00049,-0.00049,0.098,1.1,0.257,82.6603,15.0276,0.000667,-0.000667,6.6791,0.2,-0.2,16.12,-0.021,0.021,11.294,5,1,0,0,CONFIRMED
0.221,,-0.01159782,0.02141137,0.24,-0.13,,0.00023,-0.00026,0.09010616,1.01,,161.365,16.0689,0.00107,-0.00107,2.87814,0.2,-0.2,17.89,-0.026,0.026,12.538,1,1,0,1,CONFIRMED
,,-0.069,0.037,0.42,-0.77,,0.00088,-0.00087,0.9198,10.31,1.349,334.817,11.9874,0.000268,-0.000268,50.73641,0.08,-0.08,12.251,-0.019,0.019,10.398,0,1,0,1,CANDIDATE
1.14,4.29,,,,,6100.0,6e-07,-6e-07,,,1.26,294.001,11.3347,0.000431,-0.000431,2.4841987,0.057,-0.057,11.591,-0.025,0.025,10.062,1,2,0,0,CONFIRMED
0.306782,4.89775,,,,,3338.0,,,,,0.326267,93.1458,15.3763,0.000678,-0.000678,3.6494,0.105,-0.105,16.416,-0.018,0.018,11.715,0,1,0,0,CANDIDATE
0.793,4.57,-0.0071,0.0091,0.10200172,-0.07958376,5026.0,0.0014,-0.0014,0.1129,1.26549392,0.765,166.147,12.1219,0.000271,-0.000271,9.6952,0.069,-0.069,12.391,-0.023,0.023,10.206,1,1,0,1,CONFIRMED
0.87,4.719,-0.01712912,0.01864576,0.209,-0.192,4213.0,0.000571,-0.000707,0.20180247,2.262,0.675,200.727,13.6941,0.000383,-0.000383,6.293099,0.08,-0.08,14.014,-0.021,0.021,11.106,1,1,0,0,CONFIRMED
1.157,4.338,-0.01498798,0.01561248,0.175,-0.168,5661.0,0.001121,-0.001166,0.2240168,2.511,1.205,566.932,13.2862,0.000401,-0.000401,7.539949,0.114,-0.114,13.586,-0.023,0.023,11.689,0,1,0,1,CANDIDATE
0.94,3.79948,,,,,5419.0,,,,,2.02234,1216.38,13.9785,0.000369,-0.000369,8.253,0.103,-0.103,14.193,-0.026,0.026,12.194,0,1,0,0,CANDIDATE
,,,,,,,,,,,,657.203,,,,1.063,0.137,-0.137,13.371,-0.023,0.023,11.845,0,1,0,0,CANDIDATE
,,,,,,4309.0,,,0.27834776,3.12,0.66,533.784,15.1915,0.000434,-0.000434,4.4984354,0.217,-0.217,15.788,-0.029,0.029,12.084,0,1,0,1,CANDIDATE
,,,,,,5107.0,,,2.97974842,33.4,0.78,223.184,11.0074,0.002295,-0.002295,2.3240489,0.023,-0.023,11.134,-0.021,0.021,9.072,0,1,0,1,CANDIDATE
0.84,4.25,-0.00802926,0.00981354,0.11,-0.09,5775.0,0.0004,-0.0004,0.16236952,1.82,1.25,200.394,10.9294,0.000621,-0.000621,5.3518,0.034,-0.034,11.13,-0.021,0.021,9.377,2,1,0,0,CONFIRMED
1.01,4.27,-0.00892142,0.02854854,0.32,-0.1,5476.0,0.00037,-0.00037,0.31938676,3.58,1.144,264.78,11.7889,0.000253,-0.000253,9.03101,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
,,-0.01364977,0.00847535,0.095,-0.153,,0.00032,-0.00032,0.09456703,1.06,0.554,253.026,13.7368,0.000323,-0.000323,3.883,0.183,-0.183,13.948,-0.026,0.026,11.438,1,1,0,1,CANDIDATE
,,-0.1,0.13,1.5,-1.1,,3.4e-05,-3.4e-05,1.2,13.4,1.15,856.436,14.233,0.000411,-0.000411,4.175187,0.149,-0.149,14.364,-0.026,0.026,12.809,1,1,0,0,CONFIRMED
,,-0.023,0.012,0.13,-0.26,,0.0017,-0.0017,0.13,1.46,0.592,225.309,13.5009,0.000756,-0.000756,13.8883,0.194,-0.194,13.849,-0.019,0.019,11.138,0,1,0,1,CANDIDATE
0.971461,4.55,-0.01152664,0.01645388,0.18443149,-0.12920215,5491.0,0.000126,-0.000121,0.20534,2.30165603,0.910685,300.397,13.0435,0.000673,-0.000673,3.405164,0.103,-0.103,13.354,-0.021,0.021,11.046,1,1,0,1,CONFIRMED
,,,,,,5537.0,,,0.30243554,3.39,0.89,433.512,13.3578,0.000926,-0.000926,6.4804111,0.092,-0.092,13.492,-0.02,0.02,11.826,0,1,0,0,CANDIDATE
0.84,4.58,-0.00713713,0.00981356,0.11,-0.08,5106.0,3.2e-05,-3.3e-05,0.11865486,1.33,0.78,327.783,13.5627,0.000175,-0.000175,6.131243,0.114,-0.114,13.848,-0.023,0.023,11.639,5,1,0,1,CONFIRMED
,,,,,,,0.00022,-0.00017,,,,,15.6451,0.001448,-0.001448,1.51087,0.2,-0.2,17.02,-0.023,0.023,10.296,7,1,0,0,CONFIRMED
1.33,4.19,-0.0642341,0.0642341,0.72,-0.72,6563.0,2.8e-05,-2.9e-05,1.60852886,18.03,1.54,944.603,13.8333,0.000255,-0.000255,3.619188,0.103,-0.103,14.06,-0.025,0.025,12.243,1,1,0,1,CONFIRMED
0.74,4.66,-0.0089214,0.00981354,0.11,-0.1,4499.0,0.000252,-0.000284,0.25961281,2.91,0.66,59.2474,10.8545,0.000535,-0.000535,17.307137,0.057,-0.057,11.101,-0.019,0.019,8.368,3,2,0,0,CONFIRMED
0.511624,4.72526,,,,,3112.0,,,,,0.5139,161.737,15.8035,0.000632,-0.000632,1.8204,,,,-0.023,0.023,11.603,0,1,0,1,FALSE POSITIVE
,4.51,-0.01,0.01,0.10898607,-0.06924542,5338.0,4.4e-05,-4.6e-05,0.05,0.58303133,0.863058,80.3025,9.84344,0.000331,-0.000331,0.595621,0.006,-0.006,10.127,-0.026,0.026,7.912,0,1,0,1,CANDIDATE
,,-0.156,0.085,0.95,-1.75,,9.6e-05,-9.6e-05,0.186,2.09,0.572,221.111,13.6878,0.000173,-0.000173,1.640707,0.114,-0.114,13.974,-0.02,0.02,11.261,0,1,0,1,CANDIDATE
0.96,4.32739,,,,,5464.0,,,,,1.11294,738.136,14.1327,0.000206,-0.000206,29.729,0.08,-0.08,14.428,-0.023,0.023,12.435,1,1,0,0,CONFIRMED
0.408,4.891,-0.01070568,0.01159782,0.13,-0.12,3436.0,0.007,-0.007,0.16326166,1.83,0.379,112.486,15.514,0.000829,-0.000829,5.26,0.2,-0.2,17.14,-0.023,0.023,11.911,2,1,0,1,CONFIRMED
0.32,4.6,-0.00401464,0.00704792,0.079,-0.045,3449.0,0.00081,-0.00081,0.21955609,2.461,0.468,38.0266,12.4154,0.000502,-0.000502,32.94112,0.042,-0.042,13.477,-0.019,0.019,8.899,2,1,0,0,CONFIRMED
0.63,4.67,,,,,4140.0,5e-06,-5e-06,,,0.607,107.272,12.8598,0.0011,-0.0011,4.7948599,0.206,-0.206,13.265,-0.018,0.018,10.058,1,1,0,0,CONFIRMED
0.337,4.447,,,,,3503.0,0.003,-0.003,,,0.567,101.26,14.0012,0.000392,-0.000392,1.075,0.111,-0.111,15.03,-0.024,0.024,10.554,0,1,0,1,CANDIDATE
1.06,4.11289,,,,,5849.0,,,,,1.49707,599.351,12.7204,0.000364,-0.000364,0.876,0.092,-0.092,12.94,-0.023,0.023,11.256,0,1,0,1,CANDIDATE
,,-0.031,0.021,0.23,-0.35,,0.00034,-0.00033,0.0937,1.05,0.257,82.6603,15.0276,0.000667,-0.000667,4.19525,0.2,-0.2,16.12,-0.021,0.021,11.294,5,1,0,0,CONFIRMED
0.772,4.5927,,,,,4783.55,,,,,0.735345,123.438,11.8139,0.000886,-0.000886,8.438,0.069,-0.069,11.974,-0.024,0.024,9.749,2,1,0,0,CONFIRMED
,,,,,,4222.0,,,0.18110447,2.03,0.65,212.292,11.7105,0.000506,-0.000506,33.515399,0.051,-0.051,11.68,-0.028,0.028,9.933,0,1,0,0,CANDIDATE
,,-0.1,0.1,1.1,-1.1,4800.0,2230.0,-1530.0,1.14,12.8,0.88,2864.21,14.6744,0.000304,-0.000304,6340.0,0.069,-0.069,14.864,-0.034,0.034,12.755,0,1,0,1,CANDIDATE
0.952,4.628,-0.01588012,0.01712912,0.192,-0.178,5007.0,0.000357,-0.000466,0.23168922,2.597,0.783,286.727,14.1559,0.000191,-0.000191,4.803352,0.069,-0.069,15.131,-0.018,0.018,11.365,2,1,0,1,CONFIRMED
,,-0.022,0.029,0.32,-0.25,,0.00094,-0.00147,0.13,1.46,0.809,155.4257,13.4874,0.000564,-0.000564,5.24086,0.04,-0.04,14.18,-0.021,0.021,10.417,0,1,0,1,CANDIDATE
0.993,4.668,-0.01695069,0.01864576,0.209,-0.19,4967.0,0.00216,-0.002201,0.22981572,2.576,0.762,465.667,14.4611,0.000386,-0.000386,16.100178,0.172,-0.172,14.76,-0.026,0.026,12.418,0,1,0,1,CANDIDATE
0.97,4.37825,,,,,5506.87,,,,,1.0551,763.08,14.3314,0.000696,-0.000696,11.00357542,0.092,-0.092,14.636,-0.023,0.023,12.5,0,1,0,0,CANDIDATE
1.49,4.122,-0.01677227,0.01739676,0.195,-0.188,6362.0,3.8e-05,-3.9e-05,0.87197938,9.774,1.756,306.918,10.5134,0.000601,-0.000601,2.491154,0.01,-0.01,10.656,-0.019,0.019,9.39,0,1,0,1,CANDIDATE
0.51,,-0.0089214,0.0178428,0.2,-0.1,3660.0,0.00011,-0.00011,0.16950665,1.9,0.48,189.289,15.3955,0.000606,-0.000606,1.97419,0.206,-0.206,15.989,-0.021,0.021,12.014,1,1,0,0,CONFIRMED
1.168,,,,,,6226.0,0.00024,-0.00019,,,1.343,106.289,8.80998,0.000389,-0.000389,31.70648,0.03,-0.03,8.93,-0.031,0.031,7.722,6,1,0,0,CONFIRMED
0.9,4.512,-0.02230351,0.02230351,0.25,-0.25,5512.0,0.0015,-0.0015,0.23106432,2.59,0.87,179.943,12.2573,0.00015,-0.00015,14.0919,0.046,-0.046,12.573,-0.021,0.021,10.142,3,1,0,0,CONFIRMED
0.88,4.35186,,,,,5187.17,,,,,1.03596,480.202,13.6004,0.009442,-0.009442,0.540527,0.229,-0.229,13.957,-0.02,0.02,11.887,0,1,0,1,FALSE POSITIVE
0.686997,4.7,-0.00660126,0.00909919,0.10199284,-0.07399352,4621.0,0.000411,-0.000427,0.10733544,1.20312295,0.650657,114.637,12.2204,0.000672,-0.000672,5.675814,0.08,-0.08,12.58,-0.021,0.021,9.815,1,1,0,0,CONFIRMED
